Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Brand,Model
Maruti Wagon R VXI 1.2,Jaipur,2015,64876,Petrol,Manual,First,21.5,1197.0,81.8,5.0,Maruti,Wagon R VXI 1.2
Hyundai Verna CRDi SX,Chennai,2011,108242,Diesel,Manual,First,16.8,1493.0,110.0,5.0,Hyundai,Verna CRDi SX
Hyundai Grand i10 Magna,Pune,2015,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Magna
Skoda Laura Ambiente 2.0 TDI CR AT,Jaipur,2011,115692,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,Skoda,Laura Ambiente 2.0 TDI CR AT
Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,Mercedes-Benz,GLE 350d
Hyundai i20 Asta,Kochi,2010,30754,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20 Asta
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,2000,Petrol,Manual,First,18.88,1499.0,110.4,5.0,Ford,EcoSport 1.5 Ti VCT MT Titanium BE
Mercedes-Benz E-Class E 220 d,Delhi,2017,15000,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,Mercedes-Benz,E-Class E 220 d
BMW 5 Series 2003-2012 525d,Delhi,2011,75000,Diesel,Automatic,Second,16.73,1995.0,218.0,5.0,BMW,5 Series 2003-2012 525d
Hyundai i10 Asta Sunroof AT,Mumbai,2011,54000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,Hyundai,i10 Asta Sunroof AT
Maruti A-Star Lxi,Hyderabad,2009,61964,Petrol,Manual,First,19.0,998.0,66.1,5.0,Maruti,A-Star Lxi
Hyundai EON D Lite Plus Option,Kolkata,2018,54000,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON D Lite Plus Option
Toyota Fortuner 4x2 Manual,Jaipur,2014,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,Toyota,Fortuner 4x2 Manual
Hyundai i20 Sportz Option 1.2,Delhi,2016,38000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 Sportz Option 1.2
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency
BMW 5 Series 2003-2012 530d Highline,Pune,2008,112500,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,BMW,5 Series 2003-2012 530d Highline
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Ambiente
Volkswagen Vento Petrol Highline,Mumbai,2014,45000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,Volkswagen,Vento Petrol Highline
Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,78000,Diesel,Automatic,Second,11.4,2953.0,153.86,7.0,Ford,Endeavour 3.0L 4X4 AT
Skoda Yeti Elegance,Hyderabad,2010,110009,Diesel,Manual,First,17.67,1968.0,138.08,5.0,Skoda,Yeti Elegance
Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,Mitsubishi,Pajero Sport 4X4
Maruti Eeco 7 Seater Standard,Coimbatore,2013,54885,Petrol,Manual,First,15.1,1196.0,73.0,7.0,Maruti,Eeco 7 Seater Standard
Honda City 1.5 S MT,Mumbai,2009,70000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City 1.5 S MT
Volkswagen Polo Diesel Highline 1.2L,Pune,2011,110000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,Volkswagen,Polo Diesel Highline 1.2L
Jaguar XF 2.2 Litre Luxury,Kochi,2015,37340,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,Jaguar,XF 2.2 Litre Luxury
Ford EcoSport 1.5 TDCi Titanium,Coimbatore,2014,64637,Diesel,Manual,First,22.77,1498.0,98.59,5.0,Ford,EcoSport 1.5 TDCi Titanium
Chevrolet Cruze LTZ AT,Pune,2009,73204,Diesel,Automatic,Third,18.1,1991.0,147.9,4.0,Chevrolet,Cruze LTZ AT
BMW 7 Series 730Ld,Mumbai,2011,55000,Diesel,Automatic,Second,16.46,2993.0,258.0,5.0,BMW,7 Series 730Ld
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,Ford,Endeavour 3.2 Titanium AT 4X4
Ford EcoSport 1.5 Ti VCT MT Titanium,Coimbatore,2018,12899,Petrol,Manual,First,15.85,1499.0,110.4,5.0,Ford,EcoSport 1.5 Ti VCT MT Titanium
Honda Mobilio S i VTEC,Mumbai,2014,43081,Petrol,Manual,First,17.3,1497.0,117.3,7.0,Honda,Mobilio S i VTEC
Hyundai Santro Xing GL Plus,Pune,2012,79000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,Hyundai,Santro Xing GL Plus
BMW 5 Series 2013-2017 520d Luxury Line,Delhi,2014,70000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,BMW,5 Series 2013-2017 520d Luxury Line
Hyundai i20 2015-2017 1.4 CRDi Sportz,Pune,2011,104500,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,Hyundai,i20 2015-2017 1.4 CRDi Sportz
Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,Diesel,Manual,First,20.14,1498.0,88.8,5.0,Volkswagen,Polo 1.5 TDI Comfortline
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,2009,100970,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,Volkswagen,Jetta 2007-2011 1.9 Highline TDI
Hyundai i10 Sportz,Mumbai,2009,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz
Hyundai i20 Asta Option 1.2,Hyderabad,2017,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 Asta Option 1.2
Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,13000,Petrol,Automatic,First,12.95,1999.0,152.88,5.0,Hyundai,Tucson 2.0 Dual VTVT 2WD AT GL
Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze S i-Dtech
Maruti Wagon R VXI BSIII,Chennai,2013,79000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon R VXI BSIII
Maruti Swift Dzire VDI,Pune,2015,131000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Mahindra Xylo E8 BS IV,Mumbai,2011,130000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,Mahindra,Xylo E8 BS IV
Mercedes-Benz GLE 250d,Mumbai,2016,21000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,Mercedes-Benz,GLE 250d
Toyota Fortuner 3.0 Diesel,Hyderabad,2013,63455,Diesel,Manual,First,11.5,2982.0,171.0,7.0,Toyota,Fortuner 3.0 Diesel
Hyundai Verna 1.6 VTVT,Bangalore,2012,73000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,Hyundai,Verna 1.6 VTVT
Maruti Ertiga VXI,Ahmedabad,2012,25000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,Maruti,Ertiga VXI
Toyota Innova 2.5 VX (Diesel) 8 Seater,Hyderabad,2012,147000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,Toyota,Innova 2.5 VX (Diesel) 8 Seater
Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,Volkswagen,Vento 1.6 Comfortline
Hyundai Accent GLE 1,Chennai,2007,55000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,Hyundai,Accent GLE 1
Mahindra XUV500 W8 4WD,Bangalore,2014,50299,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 4WD
BMW 3 Series 320d Highline,Bangalore,2014,69330,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,BMW,3 Series 320d Highline
Land Rover Range Rover 2.2L Pure,Hyderabad,2015,49000,Diesel,Automatic,Second,12.7,2179.0,187.7,5.0,Land_Rover,Rover Range Rover 2.2L Pure
Mahindra XUV500 W10 2WD,Kochi,2018,29907,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W10 2WD
Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,Land_Rover,Rover Discovery Sport SD4 HSE Luxury 7S
Maruti Ertiga VXI,Mumbai,2012,52500,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,Maruti,Ertiga VXI
Hyundai Santro Xing XL eRLX Euro III,Mumbai,2005,102000,Petrol,Manual,Second,17.0,1086.0,,5.0,Hyundai,Santro Xing XL eRLX Euro III
Honda City V MT,Mumbai,2014,56000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,Honda,City V MT
Maruti Swift Dzire VDI,Hyderabad,2015,59572,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2015,120000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,Volkswagen,Vento 1.5 TDI Highline AT
BMW 3 Series 2005-2011 325i Sedan,Bangalore,2009,70521,Petrol,Automatic,Second,10.9,2497.0,215.0,5.0,BMW,3 Series 2005-2011 325i Sedan
Honda City 1.5 S MT,Jaipur,2011,54652,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City 1.5 S MT
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2013,51000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo Diesel Highline 1.2L
Mercedes-Benz SLC 43 AMG,Kolkata,2017,13372,Petrol,Automatic,First,19.0,2996.0,362.07,2.0,Mercedes-Benz,SLC 43 AMG
Hyundai EON 1.0 Kappa Magna Plus,Coimbatore,2016,27039,Petrol,Manual,First,20.3,998.0,68.05,5.0,Hyundai,EON 1.0 Kappa Magna Plus
Mercedes-Benz E-Class E270 CDI,Hyderabad,2005,102000,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,Mercedes-Benz,E-Class E270 CDI
Skoda Rapid 1.6 MPI AT Style Plus,Coimbatore,2019,14148,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,Skoda,Rapid 1.6 MPI AT Style Plus
Maruti Swift VDI,Chennai,2012,78000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift VDI
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Delhi,2015,58000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,Mercedes-Benz,New C-Class C 200 CGI Avantgarde
Mahindra XUV500 W8 2WD,Kolkata,2013,55886,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
Tata Nano XT,Bangalore,2016,14000,Petrol,Manual,Fourth & Above,23.9,624.0,37.48,4.0,Tata,Nano XT
Honda City 1.5 EXI,Jaipur,2005,123000,Petrol,Manual,Third,13.0,1493.0,100.0,5.0,Honda,City 1.5 EXI
Mercedes-Benz GLC 220d 4MATIC Sport,Kochi,2017,34848,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,Mercedes-Benz,GLC 220d 4MATIC Sport
Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,Mercedes-Benz,CLA 200 CGI Sport
Maruti Ciaz VDI SHVS,Kochi,2017,41217,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz VDI SHVS
Jaguar XF 2.2 Litre Luxury,Mumbai,2018,3000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,Jaguar,XF 2.2 Litre Luxury
Maruti Ertiga VDI,Ahmedabad,2017,63939,Diesel,Manual,First,25.47,1248.0,88.5,7.0,Maruti,Ertiga VDI
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,Volkswagen,Vento 1.5 Highline Plus AT 16 Alloy
Honda City V MT,Mumbai,2011,84000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,Honda,City V MT
Maruti Zen Estilo VXI BSIII,Jaipur,2006,96000,Petrol,Manual,Second,18.2,998.0,67.1,5.0,Maruti,Zen Estilo VXI BSIII
Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498.0,99.0,5.0,Ford,Aspire Titanium Diesel
Maruti Swift Dzire VDI,Coimbatore,2016,38461,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Maruti Ciaz ZXi,Delhi,2017,17000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,Maruti,Ciaz ZXi
Honda Mobilio V i VTEC,Kochi,2015,69689,Petrol,Manual,First,17.3,1497.0,117.3,7.0,Honda,Mobilio V i VTEC
Hyundai i10 Sportz 1.2,Hyderabad,2011,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz 1.2
Mahindra Xylo D4,Hyderabad,2015,169000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,Mahindra,Xylo D4
Renault Duster 85PS Diesel RxL,Coimbatore,2015,64677,Diesel,Manual,First,20.45,1461.0,83.8,5.0,Renault,Duster 85PS Diesel RxL
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,Petrol,Automatic,Second,19.0,1199.0,88.7,5.0,Honda,Jazz 1.2 V CVT i VTEC
Jeep Compass 2.0 Limited,Pune,2018,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,Jeep,Compass 2.0 Limited
Mahindra Ssangyong Rexton RX5,Pune,2013,57000,Diesel,Manual,First,12.83,2696.0,162.0,7.0,Mahindra,Ssangyong Rexton RX5
Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,Volkswagen,Polo 1.5 TDI Highline
Mercedes-Benz GLS 350d 4MATIC,Pune,2017,129000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,Mercedes-Benz,GLS 350d 4MATIC
Mercedes-Benz A Class A200 CDI Sport,Kochi,2016,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,Mercedes-Benz,A Class A200 CDI Sport
Maruti Alto K10 VXI AGS,Hyderabad,2017,25058,Petrol,Automatic,First,24.07,998.0,67.1,5.0,Maruti,Alto K10 VXI AGS
Renault Fluence 2.0,Jaipur,2011,63000,Petrol,Automatic,First,13.4,1997.0,135.1,5.0,Renault,Fluence 2.0
Maruti Omni 8 Seater BSII,Pune,2010,60000,Petrol,Manual,First,19.7,796.0,35.0,8.0,Maruti,Omni 8 Seater BSII
Maruti Wagon R LXI CNG,Ahmedabad,2016,77000,CNG,Manual,First,26.6,998.0,58.16,5.0,Maruti,Wagon R LXI CNG
Honda Jazz VX,Chennai,2017,8000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,Honda,Jazz VX
Honda Accord 2.4 A/T,Pune,2009,120000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,Honda,Accord 2.4 A/T
Volkswagen Polo 1.2 MPI Trendline,Kochi,2016,46399,Petrol,Manual,First,16.47,1198.0,74.0,5.0,Volkswagen,Polo 1.2 MPI Trendline
Audi A6 2.7 TDI,Bangalore,2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,Audi,A6 2.7 TDI
Honda City i VTEC V,Delhi,2016,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,Honda,City i VTEC V
Skoda Superb 2.8 V6 AT,Kolkata,2005,13000,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,Skoda,Superb 2.8 V6 AT
Toyota Corolla Altis G MT,Kolkata,2014,27000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,Toyota,Corolla Altis G MT
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,Hyundai,Verna VTVT 1.6 AT SX Option
Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,Maruti,Zen VXI BSII
Volkswagen Polo Diesel Trendline 1.2L,Chennai,2012,94000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo Diesel Trendline 1.2L
Datsun redi-GO T Option,Kochi,2018,6279,Petrol,Manual,First,22.7,799.0,53.64,5.0,Datsun,redi-GO T Option
Maruti Alto 800 2016-2019 VXI,Mumbai,2019,171,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto 800 2016-2019 VXI
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,Diesel,Automatic,First,,2987.0,165.0,5.0,Mercedes-Benz,M-Class ML 350 4Matic
Skoda Yeti Ambition 4X2,Hyderabad,2012,99754,Diesel,Manual,First,17.72,1968.0,108.49,5.0,Skoda,Yeti Ambition 4X2
Chevrolet Enjoy 1.3 TCDi LTZ 8,Chennai,2014,45000,Diesel,Manual,First,18.2,1248.0,73.74,8.0,Chevrolet,Enjoy 1.3 TCDi LTZ 8
Volkswagen Vento Diesel Highline,Chennai,2012,55000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Highline
Hyundai i20 1.4 Asta (AT),Chennai,2010,50000,Petrol,Automatic,Second,15.0,1396.0,100.0,5.0,Hyundai,i20 1.4 Asta (AT)
Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,Petrol,Manual,First,13.14,1798.0,160.0,5.0,Skoda,Superb 1.8 TSI MT
Tata Indigo XL Classic Dicor,Delhi,2011,80000,Diesel,Manual,First,23.57,1396.0,70.0,5.0,Tata,Indigo XL Classic Dicor
Hyundai i20 1.2 Sportz Option,Pune,2011,35976,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20 1.2 Sportz Option
Honda City i VTEC VX,Kochi,2016,54317,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City i VTEC VX
Hyundai Elantra CRDi SX,Coimbatore,2015,53615,Diesel,Manual,First,22.7,1582.0,126.24,5.0,Hyundai,Elantra CRDi SX
BMW 7 Series 730Ld,Chennai,2013,38000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,BMW,7 Series 730Ld
Hyundai Creta 1.6 SX Plus Diesel,Hyderabad,2016,41713,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta 1.6 SX Plus Diesel
Hyundai Creta 1.6 CRDi SX Option,Ahmedabad,2015,61786,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta 1.6 CRDi SX Option
BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,BMW,3 Series Luxury Line
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,Skoda,Superb Style 1.8 TSI AT
Mahindra Xylo D2 BSIV,Chennai,2013,234000,Diesel,Manual,Second,14.0,2489.0,95.0,8.0,Mahindra,Xylo D2 BSIV
Maruti Ertiga SHVS VDI,Pune,2016,63000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,Maruti,Ertiga SHVS VDI
BMW 3 Series Luxury Line,Bangalore,2017,21000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,BMW,3 Series Luxury Line
Hyundai Elantra SX,Ahmedabad,2013,46000,Petrol,Manual,First,16.3,1797.0,147.5,5.0,Hyundai,Elantra SX
Volkswagen Vento Diesel Trendline,Hyderabad,2011,89411,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Trendline
Tata Xenon XT EX 4X2,Jaipur,2017,1000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,Tata,Xenon XT EX 4X2
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2012,96000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,Toyota,Innova 2.5 GX (Diesel) 7 Seater
Honda Jazz 1.2 V i VTEC,Mumbai,2015,20568,Petrol,Manual,First,18.7,1199.0,88.7,5.0,Honda,Jazz 1.2 V i VTEC
Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,Petrol,Automatic,First,12.0,1991.0,184.0,5.0,Mercedes-Benz,E-Class 2015-2017 E 200 CGI
Maruti Baleno Alpha 1.3,Hyderabad,2016,30112,Diesel,Manual,First,27.39,1248.0,74.0,5.0,Maruti,Baleno Alpha 1.3
Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,Tata,Tiago Wizz 1.05 Revotorq
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,48214,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,Audi,A4 2.0 TDI 177 Bhp Premium Plus
Maruti Alto 800 2016-2019 VXI,Coimbatore,2018,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto 800 2016-2019 VXI
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2016,42000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,Audi,Q3 2012-2015 35 TDI Quattro Premium Plus
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,37429,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Asta
Mercedes-Benz New C-Class 220 CDI AT,Chennai,2012,62940,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,Mercedes-Benz,New C-Class 220 CDI AT
Hyundai Santa Fe 4WD AT,Bangalore,2015,59000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,Hyundai,Santa Fe 4WD AT
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 G4 Diesel 8-seater
Maruti Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12467,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,Audi,Q5 2008-2012 2.0 TDI
Honda City V AT,Bangalore,2012,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,Honda,City V AT
Hyundai i20 1.2 Asta Option,Coimbatore,2018,15985,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 1.2 Asta Option
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,Volkswagen,Polo 1.2 MPI Highline
Hyundai EON Era Plus,Hyderabad,2012,60500,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON Era Plus
Maruti Swift Dzire LDI,Delhi,2015,40000,Diesel,Manual,Second,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire LDI
Renault Scala RxL AT,Mumbai,2013,7000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,Renault,Scala RxL AT
Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,Toyota,Etios GD
Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,25095,Petrol,Manual,First,18.16,1196.0,86.8,5.0,Ford,Figo 2015-2019 1.2P Titanium Opt MT
Chevrolet Cruze LTZ AT,Kochi,2016,67774,Diesel,Automatic,First,14.81,1998.0,163.7,5.0,Chevrolet,Cruze LTZ AT
Mahindra XUV500 W8 2WD,Kochi,2014,70963,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
Hyundai i20 Magna 1.2,Delhi,2015,21000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20 Magna 1.2
Hyundai Elantra CRDi SX,Mumbai,2013,40000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,Hyundai,Elantra CRDi SX
Hyundai Grand i10 Asta,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Asta
Toyota Corolla Altis Diesel D4DJ,Delhi,2011,89401,Diesel,Manual,First,21.43,1364.0,87.2,5.0,Toyota,Corolla Altis Diesel D4DJ
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2014,84000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,Skoda,Octavia Elegance 2.0 TDI AT
Hyundai Tucson CRDi,Jaipur,2007,103515,Diesel,Manual,Third,12.6,1991.0,112.0,7.0,Hyundai,Tucson CRDi
Honda City V MT,Chennai,2014,30000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,Honda,City V MT
Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,Volkswagen,Vento Petrol Highline AT
Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,Diesel,Automatic,Second,11.36,2755.0,171.5,7.0,Toyota,Innova Crysta 2.8 ZX AT
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,64000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo Diesel Comfortline 1.2L
Toyota Innova 2.5 V Diesel 7-seater,Chennai,2006,196000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova 2.5 V Diesel 7-seater
Honda Civic 2010-2013 1.8 S MT Inspire,Bangalore,2011,40000,Petrol,Manual,Second,15.5,1799.0,132.0,5.0,Honda,Civic 2010-2013 1.8 S MT Inspire
Honda Amaze SX i-VTEC,Kochi,2016,54944,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze SX i-VTEC
Hyundai i20 Asta,Chennai,2011,24000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20 Asta
Toyota Fortuner 2.8 4WD MT,Kochi,2013,105072,Diesel,Manual,First,14.24,2755.0,174.5,7.0,Toyota,Fortuner 2.8 4WD MT
Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,Ford,Figo Petrol ZXI
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater
Hyundai Elantra 2.0 SX Option AT,Delhi,2017,9500,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,Hyundai,Elantra 2.0 SX Option AT
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,Skoda,Laura 1.9 TDI AT Ambiente
Maruti Wagon R LXI BSIII,Chennai,2005,66000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,Maruti,Wagon R LXI BSIII
Honda Mobilio RS Option i DTEC,Coimbatore,2015,58217,Diesel,Manual,First,24.5,1498.0,98.6,7.0,Honda,Mobilio RS Option i DTEC
Hyundai i10 Asta,Mumbai,2015,75915,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Asta
Honda Brio 1.2 S MT,Chennai,2012,27000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,Honda,Brio 1.2 S MT
Hyundai i20 Sportz Petrol,Mumbai,2010,73000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20 Sportz Petrol
