Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Brand,Model
Maruti Alto K10 VXI AGS,Pune,2015,73204,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.3,Maruti,Alto K10 VXI AGS
Audi Q7 4.2 TDI Quattro Technology,Bangalore,2014,50000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,51.0,Audi,Q7 4.2 TDI Quattro Technology
Maruti Vitara Brezza VDi,Kolkata,2017,35000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,6.5,Maruti,Vitara Brezza VDi
Hyundai EON D Lite Plus,Hyderabad,2013,17729,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.65,Hyundai,EON D Lite Plus
Mahindra XUV300 W8 Diesel,Chennai,2012,97000,Diesel,Manual,First,20.0,1497.0,115.0,5.0,7.25,Mahindra,XUV300 W8 Diesel
Hyundai Verna CRDi 1.6 SX Option,Kochi,2014,89614,Diesel,Manual,First,22.0,1582.0,126.2,5.0,6.01,Hyundai,Verna CRDi 1.6 SX Option
Maruti Wagon R VXI,Kolkata,2015,14000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.8,Maruti,Wagon R VXI
Hyundai i20 Sportz Option,Chennai,2012,50000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.0,Hyundai,i20 Sportz Option
Honda City i VTEC V,Delhi,2014,62505,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.95,Honda,City i VTEC V
Toyota Innova 2.5 V Diesel 7-seater,Chennai,2011,248000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,9.2,Toyota,Innova 2.5 V Diesel 7-seater
Hyundai Verna CRDi SX,Pune,2012,94900,Diesel,Manual,First,16.8,1493.0,110.0,5.0,5.35,Hyundai,Verna CRDi SX
Tata Hexa XT,Delhi,2017,55000,Diesel,Manual,First,17.6,2179.0,153.86,7.0,12.0,Tata,Hexa XT
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,38.94,Audi,Q7 3.0 TDI Quattro Premium Plus
Maruti Wagon R VXI,Coimbatore,2008,53934,Petrol,Manual,Second,18.9,998.0,67.1,5.0,2.69,Maruti,Wagon R VXI
BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500,Diesel,Automatic,Second,17.09,1995.0,218.0,5.0,27.5,BMW,5 Series 2013-2017 525d Luxury Line
Honda Amaze EX i-Vtech,Kolkata,2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,2.75,Honda,Amaze EX i-Vtech
Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.8,Maruti,Alto 800 2016-2019 LXI
Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.45,Hyundai,Verna 1.6 SX VTVT
Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.88,Tata,Tiago 1.2 Revotron XZ
Maruti Swift LXI,Pune,2013,32953,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.65,Maruti,Swift LXI
Hyundai EON Era,Jaipur,2014,18000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,Hyundai,EON Era
Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,51.35,Mercedes-Benz,E-Class E 220 d
Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.85,Hyundai,i20 Magna 1.4 CRDi
Toyota Etios VD,Chennai,2012,48000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,5.25,Toyota,Etios VD
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022,Diesel,Manual,First,21.43,1364.0,87.2,5.0,9.23,Toyota,Corolla Altis Diesel D4DG
Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,22.0,Mini,Cooper 5 DOOR D
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,69000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.19,Volkswagen,Polo 1.5 TDI Highline
Skoda Superb Elegance 1.8 TSI AT,Pune,2009,108000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.35,Skoda,Superb Elegance 1.8 TSI AT
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,2013,34700,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,24.5,Mercedes-Benz,E-Class 2009-2013 E 220 CDI Avantgarde
Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.75,Maruti,Swift VDi BSIII W/ ABS
Honda City i VTEC CVT VX,Kochi,2016,58197,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.19,Honda,City i VTEC CVT VX
BMW 7 Series 2007-2012 740Li,Pune,2008,66000,Petrol,Automatic,Second,8.45,2979.0,321.0,5.0,10.75,BMW,7 Series 2007-2012 740Li
Hyundai i10 Magna AT,Bangalore,2009,60000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,2.99,Hyundai,i10 Magna AT
Maruti Swift Dzire VDI,Kolkata,2014,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.89,Maruti,Swift Dzire VDI
Honda City i DTec VX,Coimbatore,2018,45555,Diesel,Manual,First,26.0,1498.0,98.6,5.0,11.73,Honda,City i DTec VX
Maruti Omni 8 Seater BSIV,Coimbatore,2016,55137,Petrol,Manual,First,14.0,796.0,35.0,5.0,3.11,Maruti,Omni 8 Seater BSIV
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,93325,Diesel,Manual,Second,17.2,1968.0,138.1,5.0,14.45,Skoda,Superb 2009-2014 Elegance 2.0 TDI MT
Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.7,Maruti,Ertiga SHVS VDI
Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.04,Hyundai,Grand i10 CRDi Magna
Maruti Ciaz VDi Plus SHVS,Jaipur,2017,38282,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.5,Maruti,Ciaz VDi Plus SHVS
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2014,64000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,15.65,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
Fiat Avventura MULTIJET Emotion,Mumbai,2015,32000,Diesel,Manual,First,20.5,1248.0,91.72,5.0,5.65,Fiat,Avventura MULTIJET Emotion
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,2010,83000,Petrol,Automatic,First,10.93,2497.0,204.0,5.0,16.5,Mercedes-Benz,E-Class 2009-2013 E 250 Elegance
Maruti Zen Estilo LXI Green (CNG),Ahmedabad,2011,76000,CNG,Manual,First,26.3,998.0,67.1,5.0,2.0,Maruti,Zen Estilo LXI Green (CNG)
Volkswagen Vento Petrol Highline,Pune,2012,67200,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.9,Volkswagen,Vento Petrol Highline
BMW 3 Series 320d Luxury Line,Jaipur,2013,62655,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,14.5,BMW,3 Series 320d Luxury Line
BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16900,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,44.0,BMW,5 Series 2013-2017 530d M Sport
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.0,Hyundai,Grand i10 1.2 Kappa Magna
Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2016,69000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.75,Toyota,Innova Crysta 2.8 ZX AT
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,30090,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,11.44,Renault,Duster 110PS Diesel RxZ AMT
Tata Indica Vista Aura 1.3 Quadrajet,Chennai,2011,120000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.75,Tata,Indica Vista Aura 1.3 Quadrajet
Maruti Swift VDI BSIV,Bangalore,2013,23000,Diesel,Manual,First,17.8,1248.0,,5.0,5.6,Maruti,Swift VDI BSIV
Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,2016,35939,Petrol,Manual,First,12.3,1796.0,185.0,5.0,30.42,Mercedes-Benz,E-Class 2009-2013 E 200 CGI Avantgarde
Mahindra XUV500 W8 4WD,Coimbatore,2013,116694,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.57,Mahindra,XUV500 W8 4WD
Mahindra Bolero ZLX,Mumbai,2016,40448,Diesel,Manual,First,15.96,2523.0,62.1,7.0,3.5,Mahindra,Bolero ZLX
Maruti Vitara Brezza ZDi,Coimbatore,2018,64456,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.46,Maruti,Vitara Brezza ZDi
Fiat Avventura MULTIJET Emotion,Pune,2014,52782,Diesel,Manual,First,20.5,1248.0,91.72,5.0,4.85,Fiat,Avventura MULTIJET Emotion
Honda Amaze S Petrol,Kochi,2016,51672,Petrol,Manual,First,19.5,1199.0,88.76,5.0,5.68,Honda,Amaze S Petrol
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,56073,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,13.25,Skoda,Superb Elegance 1.8 TSI AT
Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,2011,65000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,16.0,Jaguar,XF 3.0 Litre S Premium Luxury
Maruti Wagon R VXI BSIII,Chennai,2013,79000,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.0,Maruti,Wagon R VXI BSIII
Hyundai Santro Xing XL eRLX Euro III,Kolkata,2007,43206,Petrol,Manual,First,17.0,1086.0,,5.0,0.99,Hyundai,Santro Xing XL eRLX Euro III
Toyota Corolla Altis VL,Mumbai,2010,70200,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,5.0,Toyota,Corolla Altis VL
Maruti Swift VXi BSIV,Delhi,2016,42000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,4.75,Maruti,Swift VXi BSIV
Volkswagen Polo 1.2 MPI Highline,Bangalore,2014,62000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.35,Volkswagen,Polo 1.2 MPI Highline
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.98,Hyundai,Grand i10 1.2 Kappa Asta
Maruti SX4 ZDI,Chennai,2011,80000,Diesel,Manual,Third,21.5,1248.0,88.8,5.0,3.5,Maruti,SX4 ZDI
Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.77,Hyundai,Grand i10 1.2 Kappa Magna
Maruti Baleno Delta 1.2,Delhi,2016,50003,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.45,Maruti,Baleno Delta 1.2
Tata Tigor 1.2 Revotron XTA,Ahmedabad,2018,1000,Petrol,Automatic,First,20.3,1199.0,84.0,5.0,6.85,Tata,Tigor 1.2 Revotron XTA
Maruti Swift Dzire AMT ZDI,Jaipur,2016,54897,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,7.3,Maruti,Swift Dzire AMT ZDI
Tata Indica GLS BS IV,Pune,2007,108995,Petrol,Manual,First,15.3,1193.0,65.3,5.0,1.25,Tata,Indica GLS BS IV
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2015,73000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,8.25,Maruti,SX4 S Cross DDiS 320 Zeta
Maruti Swift VXI BSIII,Ahmedabad,2008,65000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.71,Maruti,Swift VXI BSIII
Hyundai Xcent 1.2 Kappa SX,Kolkata,2016,32000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,3.6,Hyundai,Xcent 1.2 Kappa SX
Hyundai i20 1.2 Magna,Ahmedabad,2010,65000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.0,Hyundai,i20 1.2 Magna
Maruti Celerio VXI AT,Hyderabad,2016,21600,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.65,Maruti,Celerio VXI AT
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,2010,39000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,9.5,Mercedes-Benz,New C-Class C 220 CDI Elegance AT
Maruti Swift Dzire VXi,Mumbai,2011,58075,Petrol,Manual,First,17.5,1298.0,85.8,5.0,2.95,Maruti,Swift Dzire VXi
Volkswagen Vento Petrol Trendline,Mumbai,2011,58000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.0,Volkswagen,Vento Petrol Trendline
Maruti Swift ZDi,Hyderabad,2015,58000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.95,Maruti,Swift ZDi
Toyota Corolla Altis VL,Delhi,2008,89000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,4.0,Toyota,Corolla Altis VL
Honda Civic 2006-2010 1.8 V MT,Delhi,2008,72000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.5,Honda,Civic 2006-2010 1.8 V MT
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Kolkata,2017,1800,Petrol,Automatic,First,16.05,1499.0,110.4,5.0,11.37,Ford,EcoSport 1.5 Ti VCT AT Titanium BE
Fiat Linea Emotion Pack (Diesel),Pune,2010,172050,Diesel,Manual,Second,19.0,1248.0,93.0,5.0,2.25,Fiat,Linea Emotion Pack (Diesel)
Hyundai i10 Era,Jaipur,2013,46230,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.1,Hyundai,i10 Era
Volvo XC60 D5 Inscription,Kochi,2014,86925,Diesel,Automatic,First,11.2,2400.0,215.0,5.0,17.18,Volvo,XC60 D5 Inscription
Hyundai i20 1.2 Asta,Jaipur,2018,5000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.5,Hyundai,i20 1.2 Asta
Honda City i DTEC S,Ahmedabad,2014,66000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.7,Honda,City i DTEC S
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,2013,119000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,8.0,Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV
Renault KWID RXT,Chennai,2016,45000,Petrol,Manual,First,25.17,799.0,53.3,5.0,2.6,Renault,KWID RXT
Maruti A-Star Vxi,Hyderabad,2009,66149,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.45,Maruti,A-Star Vxi
Mercedes-Benz B Class B180,Kochi,2014,42070,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,11.57,Mercedes-Benz,B Class B180
Maruti Wagon R LXI BS IV,Kolkata,2012,35503,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.3,Maruti,Wagon R LXI BS IV
Maruti Swift VDI BSIV,Jaipur,2016,41460,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.9,Maruti,Swift VDI BSIV
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,7.2,Hyundai,Verna VTVT 1.6 AT SX Option
Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,2013,87000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,5.9,Hyundai,Verna CRDi 1.6 AT SX Option
Honda City V MT,Chennai,2014,30000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,6.0,Honda,City V MT
Hyundai i10 Magna Optional 1.1L,Kolkata,2010,27089,Petrol,Manual,First,16.0,1086.0,66.7,5.0,1.95,Hyundai,i10 Magna Optional 1.1L
Toyota Etios GD SP,Coimbatore,2016,53702,Diesel,Manual,First,23.59,1364.0,67.04,5.0,6.55,Toyota,Etios GD SP
Volvo S60 D4 Momentum,Hyderabad,2015,51000,Diesel,Automatic,First,27.03,1969.0,190.0,5.0,25.0,Volvo,S60 D4 Momentum
Ford Figo Diesel EXI,Kolkata,2012,36542,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.65,Ford,Figo Diesel EXI
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,2017,15000,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,69.5,Mercedes-Benz,E-Class 2015-2017 E350 CDI Avantgrade
BMW 3 Series 320d Luxury Line,Chennai,2012,65000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,14.0,BMW,3 Series 320d Luxury Line
Maruti Alto 800 VXI,Pune,2014,32000,Petrol,Manual,Second,22.74,796.0,47.3,5.0,2.1,Maruti,Alto 800 VXI
Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,24393,Diesel,Manual,First,13.68,2393.0,147.8,7.0,20.4,Toyota,Innova Crysta 2.4 VX MT
Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2019,1000,Petrol,Manual,First,18.78,999.0,75.0,5.0,5.68,Volkswagen,Polo 1.0 MPI Trendline
Nissan Terrano XL,Mumbai,2014,28238,Petrol,Manual,First,13.24,1598.0,102.5,5.0,5.55,Nissan,Terrano XL
Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,12.75,Mitsubishi,Pajero Sport 4X4
Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,92000,Petrol,Manual,Second,14.8,1799.0,130.2,5.0,3.35,Honda,Civic 2010-2013 1.8 S MT
Maruti Alto 800 LXI,Kolkata,2013,56840,Petrol,Manual,First,22.74,796.0,47.3,5.0,1.55,Maruti,Alto 800 LXI
Volkswagen Vento Diesel Highline,Coimbatore,2013,62746,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,5.9,Volkswagen,Vento Diesel Highline
Land Rover Freelander 2 HSE,Hyderabad,2012,96000,Diesel,Automatic,First,12.35,2179.0,187.74,5.0,18.98,Land_Rover,Rover Freelander 2 HSE
Honda CR-V 2.0L 2WD MT,Mumbai,2014,24000,Petrol,Manual,First,13.7,1997.0,153.86,5.0,11.51,Honda,CR-V 2.0L 2WD MT
Maruti Ertiga VDI,Mumbai,2016,54000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.75,Maruti,Ertiga VDI
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2016,90000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,13.9,Toyota,Innova 2.5 GX (Diesel) 7 Seater
Tata Manza Aura Safire,Kolkata,2010,40000,Petrol,Manual,First,15.0,1368.0,90.0,5.0,1.35,Tata,Manza Aura Safire
Audi Q7 35 TDI Quattro Premium Plus,Mumbai,2015,65938,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,38.0,Audi,Q7 35 TDI Quattro Premium Plus
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,11.6,Hyundai,Verna 1.6 SX VTVT (O) AT
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,12.25,Volkswagen,Vento 1.5 Highline Plus AT 16 Alloy
Honda City 1.5 S MT,Jaipur,2011,52000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.8,Honda,City 1.5 S MT
Ford Figo Diesel Titanium,Mumbai,2014,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.25,Ford,Figo Diesel Titanium
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,15399,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.4,Honda,Jazz 1.2 VX i VTEC
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2012,75000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,3.95,Volkswagen,Polo Petrol Highline 1.2L
Honda City i-VTEC S,Delhi,2010,76752,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3.57,Honda,City i-VTEC S
Honda City ZX GXi,Mumbai,2005,56000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,1.25,Honda,City ZX GXi
Maruti Wagon R LXI CNG,Pune,2015,70000,CNG,Manual,First,26.2,998.0,58.2,5.0,3.65,Maruti,Wagon R LXI CNG
Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,46125,Petrol,Automatic,Second,12.0,2354.0,187.4,5.0,12.5,Honda,CR-V 2.4L 4WD AT AVN
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2014,35000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,23.0,BMW,5 Series 2013-2017 520d Luxury Line
Ambassador Classic Nova Diesel,Chennai,2003,80000,Diesel,Manual,Third,12.8,1489.0,35.5,5.0,1.35,Ambassador,Classic Nova Diesel
Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,2012,62729,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.32,Mahindra,Scorpio VLX 2.2 mHawk BSIII
Volkswagen Vento Diesel Comfortline,Kolkata,2012,34000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.4,Volkswagen,Vento Diesel Comfortline
Maruti Zen VX,Jaipur,1999,70000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,0.77,Maruti,Zen VX
Maruti 800 DX BSII,Jaipur,2009,32000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.9,Maruti,800 DX BSII
Toyota Corolla Altis 1.8 VL CVT,Delhi,2017,21000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,18.0,Toyota,Corolla Altis 1.8 VL CVT
BMW 3 Series 328i Sport Line,Pune,2013,49000,Petrol,Automatic,First,14.59,1997.0,245.0,5.0,19.0,BMW,3 Series 328i Sport Line
Ford Ikon 1.3 Flair,Chennai,2007,40000,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,1.1,Ford,Ikon 1.3 Flair
Chevrolet Beat LT,Pune,2012,78000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2.0,Chevrolet,Beat LT
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,Diesel,Manual,First,21.43,1364.0,86.79,5.0,6.5,Toyota,Corolla Altis 1.4 DG
Mahindra XUV500 W4,Bangalore,2014,65213,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.45,Mahindra,XUV500 W4
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,170000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0,Hyundai,Xcent 1.1 CRDi Base
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Kochi,2017,36884,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,32.25,Mercedes-Benz,E-Class 2015-2017 E250 CDI Avantgarde
Hyundai i10 Sportz,Pune,2009,62500,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.1,Hyundai,i10 Sportz
Toyota Corolla Altis VL AT,Mumbai,2015,68000,Petrol,Automatic,Second,14.28,1798.0,138.03,5.0,9.75,Toyota,Corolla Altis VL AT
Toyota Corolla 1.8 J,Kolkata,2014,40748,Petrol,Manual,First,14.53,1798.0,138.0,5.0,6.3,Toyota,Corolla 1.8 J
Audi Q3 2.0 TDI Quattro,Hyderabad,2013,60000,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,21.0,Audi,Q3 2.0 TDI Quattro
Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,2014,12400,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.65,Hyundai,i20 Magna Optional 1.4 CRDi
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2013,87000,Diesel,Automatic,Second,19.27,2143.0,167.62,5.0,17.0,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C
Maruti Ritz VDi,Pune,2013,20248,Diesel,Manual,First,21.1,1248.0,73.9,5.0,4.35,Maruti,Ritz VDi
Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,52383,Diesel,Manual,First,19.67,1582.0,126.2,5.0,14.82,Hyundai,Creta 1.6 SX Plus Diesel
Jaguar XE 2.0L Diesel Prestige,Delhi,2018,1000,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,40.0,Jaguar,XE 2.0L Diesel Prestige
Mahindra Xylo D4,Chennai,2016,85000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,6.15,Mahindra,Xylo D4
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2014,47000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11.25,Toyota,Innova 2.5 G (Diesel) 7 Seater
Toyota Camry 2.5 Hybrid,Pune,2018,17585,Petrol,Automatic,First,19.16,2494.0,157.7,5.0,32.0,Toyota,Camry 2.5 Hybrid
Audi Q5 3.0 TDI Quattro,Coimbatore,2018,32496,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,45.62,Audi,Q5 3.0 TDI Quattro
Maruti Swift VDI,Kochi,2017,34613,Diesel,Manual,First,28.4,1248.0,74.0,5.0,6.24,Maruti,Swift VDI
Maruti Ertiga VDI Limited Edition,Chennai,2015,153000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,4.8,Maruti,Ertiga VDI Limited Edition
Maruti Swift VXi BSIV,Chennai,2014,54000,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,4.5,Maruti,Swift VXi BSIV
Hyundai i10 Sportz,Kochi,2015,16900,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.87,Hyundai,i10 Sportz
Hyundai i10 Sportz,Delhi,2013,62334,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.75,Hyundai,i10 Sportz
Maruti Baleno Sigma 1.2,Kochi,2018,23714,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.57,Maruti,Baleno Sigma 1.2
Hyundai Accent Executive,Jaipur,2010,52325,Petrol,Manual,First,16.36,1495.0,93.7,5.0,2.0,Hyundai,Accent Executive
Honda Brio S MT,Ahmedabad,2012,50000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.65,Honda,Brio S MT
Maruti Swift ZDi,Hyderabad,2016,55746,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.95,Maruti,Swift ZDi
Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,5.5,Hyundai,Xcent 1.2 VTVT S
Mahindra XUV500 W8 2WD,Kolkata,2013,43000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.0,Mahindra,XUV500 W8 2WD
Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,2014,40000,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,24.0,Mercedes-Benz,E-Class E250 CDI Avantgrade
Land Rover Freelander 2 TD4 S,Bangalore,2010,125000,Diesel,Automatic,Second,,2179.0,115.0,5.0,11.0,Land_Rover,Rover Freelander 2 TD4 S
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,51944,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,32.5,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
Hyundai i20 Asta 1.4 CRDi,Kochi,2015,46950,Diesel,Manual,First,21.27,1396.0,88.76,5.0,6.45,Hyundai,i20 Asta 1.4 CRDi
